Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
,93,+1:18:41,76.0,Abduljaleel Ahmed,93,,1:18:41 1:18:41,+31:29,\u25bc17,4,2005
25.0,94,+1:19:12,78.0,van Katwijk Alain,94,Shimano - Memory Corp,1:19:12 1:19:12,+31:29,\u25bc16,4,2005
22.0,95,+1:19:12,83.0,Patour Kilian,95,Cr\xe9dit Agricole,",, 1:19:12",+31:29,\u25bc12,4,2005
27.0,96,+1:19:12,80.0,Schmitz Bram,96,T-Mobile Team,",, 1:19:12",+31:29,\u25bc16,4,2005
27.0,97,+1:19:12,82.0,Siedler Sebastian,97,Team Wiesenhof,",, 1:19:12",+31:29,\u25bc15,4,2005
28.0,98,+1:19:12,81.0,Cadamuro Simone,98,Domina Vacanze,",, 1:19:12",+31:29,\u25bc17,4,2005
25.0,99,+1:19:12,85.0,Herve C\xe9dric,99,Cr\xe9dit Agricole,",, 1:19:12",+31:29,\u25bc14,4,2005
22.0,100,+1:19:12,88.0,De Vocht Wim,100,Davitamon - Lotto,",, 1:19:12",+31:29,\u25bc12,4,2005
21.0,101,+1:19:12,90.0,Grivko Andrei,101,Domina Vacanze,",, 1:19:12",+31:29,\u25bc11,4,2005
27.0,102,+1:19:12,84.0,Esmaeili Tareq,102,,",, 1:19:12",+31:29,\u25bc18,4,2005
28.0,103,+1:19:12,98.0,Pinotti Marco,103,Saunier Duval - Prodir,",, 1:19:12",+31:29,\u25bc5,4,2005
28.0,104,+1:19:12,100.0,Roberts Luke,104,CSC ProTeam,",, 1:19:12",+31:29,\u25bc4,4,2005
24.0,105,+1:19:12,99.0,Pollock Rhys,105,,",, 1:19:12",+31:29,\u25bc6,4,2005
29.0,106,+1:19:12,97.0,Botcharov Alexandre,106,Cr\xe9dit Agricole,",, 1:19:12",+31:29,\u25bc9,4,2005
,107,+1:19:12,92.0,Ulzii-orshikh Jamsran,107,,",, 1:19:12",+31:29,\u25bc15,4,2005
27.0,108,+1:19:12,95.0,Obst Rene,108,Team Wiesenhof,",, 1:19:12",+31:29,\u25bc13,4,2005
21.0,109,+1:19:12,89.0,Ravard Anthony,109,Bouygues Telecom,",, 1:19:12",+31:29,\u25bc20,4,2005
23.0,110,+1:19:12,101.0,Schumacher Stefan,110,Shimano - Memory Corp,",, 1:19:12",+31:29,\u25bc9,4,2005
,111,+1:19:12,106.0,Hollands Edmund,111,,",, 1:19:12",+31:29,\u25bc5,4,2005
25.0,112,+1:19:12,108.0,Bertogliati Rubens,112,Saunier Duval - Prodir,",, 1:19:12",+31:29,\u25bc4,4,2005
27.0,113,+1:19:12,110.0,Nuritdinov Rafael,113,Domina Vacanze,",, 1:19:12",+31:29,\u25bc3,4,2005
,114,+1:19:12,111.0,Van Oord Rene,114,,",, 1:19:12",+31:29,\u25bc3,4,2005
24.0,115,+1:19:12,107.0,Kern Christophe,115,Bouygues Telecom,",, 1:19:12",+31:29,\u25bc8,4,2005
24.0,116,+1:19:12,112.0,Hesjedal Ryder,116,Discovery Channel,",, 1:19:12",+31:29,\u25bc4,4,2005
35.0,117,+1:19:12,118.0,Milesi Marco,117,Liquigas,",, 1:19:12",+31:29,\u25b21,4,2005
25.0,118,+1:19:12,116.0,Muravyev Dmitriy,118,Cr\xe9dit Agricole,",, 1:19:12",+31:29,\u25bc2,4,2005
41.0,119,+1:19:12,120.0,Carter Michael,119,,",, 1:19:12",+31:29,\u25b21,4,2005
31.0,120,+1:19:12,119.0,McCartney Jason,120,Discovery Channel,",, 1:19:12",+31:29,\u25bc1,4,2005
,121,+1:19:38,,Rhiele Mohcena,121,,1:19:38 1:19:38,+790:01,-,4,2005
21.0,122,+1:20:29,122.0,Abduljanan Khalil,122,,1:20:29 1:20:29,+31:29,-,4,2005
