Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
24.0,157.0,10.0,+6:07,2.0,Meintjes Louis,2.0,Lampre - Merida,3:14 3:14,17,2016,-
24.0,111.0,20.0,+33:05,3.0,Barguil Warren,3.0,Team Giant - Alpecin,30:12 30:12,17,2016,-
23.0,131.0,22.0,+35:59,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,33:06 33:06,17,2016,-
25.0,51.0,35.0,+1:06:39,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,1:03:46 1:03:46,17,2016,-
24.0,182.0,49.0,+1:38:08,7.0,Alaphilippe Julian,6.0,Etixx - Quick Step,1:35:15 1:35:15,17,2016,▲1
25.0,211.0,53.0,+1:44:50,6.0,Sepúlveda Eduardo,7.0,Fortuneo - Vital Concept,1:41:57 1:41:57,17,2016,▼1
24.0,137.0,60.0,+1:56:12,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:53:19 1:53:19,17,2016,-
24.0,159.0,61.0,+1:58:38,9.0,Polanc Jan,9.0,Lampre - Merida,1:55:45 1:55:45,17,2016,-
23.0,26.0,75.0,+2:15:13,11.0,Lutsenko Alexey,10.0,Astana Pro Team,2:12:20 2:12:20,17,2016,▲1
24.0,156.0,93.0,+2:31:26,10.0,Grmay Tsgabu,11.0,Lampre - Merida,2:28:33 2:28:33,17,2016,▼1
24.0,39.0,94.0,+2:31:40,12.0,Valgren Michael,12.0,Tinkoff,2:28:47 2:28:47,17,2016,-
24.0,89.0,102.0,+2:43:40,14.0,van Baarle Dylan,13.0,Cannondale-Drapac Pro Cycling Team,2:40:47 2:40:47,17,2016,▲1
22.0,158.0,103.0,+2:44:08,15.0,Pibernik Luka,14.0,Lampre - Merida,2:41:15 2:41:15,17,2016,▲1
24.0,67.0,104.0,+2:46:53,19.0,Stuyven Jasper,15.0,Trek - Segafredo,2:44:00 2:44:00,17,2016,▲4
25.0,203.0,105.0,+2:47:34,13.0,Durbridge Luke,16.0,ORICA-BikeExchange,2:44:41 2:44:41,17,2016,▼3
24.0,173.0,111.0,+2:53:27,17.0,Duchesne Antoine,17.0,Direct Energie,2:50:34 2:50:34,17,2016,-
24.0,83.0,113.0,+2:54:08,16.0,Craddock Lawson,18.0,Cannondale-Drapac Pro Cycling Team,2:51:15 2:51:15,17,2016,▼2
24.0,171.0,119.0,+2:59:29,18.0,Coquard Bryan,19.0,Direct Energie,2:56:36 2:56:36,17,2016,▼1
23.0,56.0,120.0,+2:59:51,23.0,Roosen Timo,20.0,Team LottoNL-Jumbo,2:56:58 2:56:58,17,2016,▲3
24.0,188.0,123.0,+3:00:59,21.0,Vakoč Petr,21.0,Etixx - Quick Step,2:58:06 2:58:06,17,2016,-
25.0,102.0,135.0,+3:07:33,20.0,Berhane Natnael,22.0,Team Dimension Data,3:04:40 3:04:40,17,2016,▼2
22.0,75.0,142.0,+3:11:31,22.0,Enger Sondre Holst,23.0,IAM Cycling,3:08:38 3:08:38,17,2016,▼1
23.0,53.0,157.0,+3:24:03,24.0,Groenewegen Dylan,24.0,Team LottoNL-Jumbo,3:21:10 3:21:10,17,2016,-
23.0,196.0,159.0,+3:24:17,25.0,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",3:21:24 3:21:24,17,2016,-
25.0,143.0,167.0,+3:29:10,26.0,Haller Marco,26.0,Team Katusha,3:26:17 3:26:17,17,2016,-
23.0,47.0,173.0,+3:35:31,27.0,Gougeard Alexis,27.0,AG2R La Mondiale,3:32:38 3:32:38,17,2016,-
24.0,216.0,174.0,+3:38:42,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,3:35:49 3:35:49,17,2016,-
23.0,209.0,3.0,+4:16,1.0,Yates Adam,1.0,ORICA-BikeExchange,78:00:09 78:00:09,18,2016,-
24.0,157.0,9.0,+7:15,2.0,Meintjes Louis,2.0,Lampre - Merida,2:59 2:59,18,2016,-
24.0,111.0,20.0,+35:54,3.0,Barguil Warren,3.0,Team Giant - Alpecin,31:38 31:38,18,2016,-
23.0,131.0,21.0,+38:42,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,34:26 34:26,18,2016,-
25.0,51.0,35.0,+1:10:11,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,1:05:55 1:05:55,18,2016,-
24.0,182.0,49.0,+1:40:28,6.0,Alaphilippe Julian,6.0,Etixx - Quick Step,1:36:12 1:36:12,18,2016,-
25.0,211.0,51.0,+1:47:30,7.0,Sepúlveda Eduardo,7.0,Fortuneo - Vital Concept,1:43:14 1:43:14,18,2016,-
24.0,137.0,60.0,+2:00:01,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:55:45 1:55:45,18,2016,-
24.0,159.0,61.0,+2:01:54,9.0,Polanc Jan,9.0,Lampre - Merida,1:57:38 1:57:38,18,2016,-
23.0,26.0,75.0,+2:17:25,10.0,Lutsenko Alexey,10.0,Astana Pro Team,2:13:09 2:13:09,18,2016,-
24.0,39.0,92.0,+2:34:02,12.0,Valgren Michael,11.0,Tinkoff,2:29:46 2:29:46,18,2016,▲1
24.0,156.0,94.0,+2:35:35,11.0,Grmay Tsgabu,12.0,Lampre - Merida,2:31:19 2:31:19,18,2016,▼1
24.0,89.0,102.0,+2:47:19,13.0,van Baarle Dylan,13.0,Cannondale-Drapac Pro Cycling Team,2:43:03 2:43:03,18,2016,-
22.0,158.0,103.0,+2:49:08,14.0,Pibernik Luka,14.0,Lampre - Merida,2:44:52 2:44:52,18,2016,-
25.0,203.0,104.0,+2:51:13,16.0,Durbridge Luke,15.0,ORICA-BikeExchange,2:46:57 2:46:57,18,2016,▲1
24.0,67.0,105.0,+2:51:40,15.0,Stuyven Jasper,16.0,Trek - Segafredo,2:47:24 2:47:24,18,2016,▼1
24.0,173.0,110.0,+2:57:15,17.0,Duchesne Antoine,17.0,Direct Energie,2:52:59 2:52:59,18,2016,-
24.0,83.0,113.0,+2:58:40,18.0,Craddock Lawson,18.0,Cannondale-Drapac Pro Cycling Team,2:54:24 2:54:24,18,2016,-
24.0,171.0,117.0,+3:02:57,19.0,Coquard Bryan,19.0,Direct Energie,2:58:41 2:58:41,18,2016,-
23.0,56.0,121.0,+3:04:12,20.0,Roosen Timo,20.0,Team LottoNL-Jumbo,2:59:56 2:59:56,18,2016,-
24.0,188.0,124.0,+3:05:44,21.0,Vakoč Petr,21.0,Etixx - Quick Step,3:01:28 3:01:28,18,2016,-
25.0,102.0,135.0,+3:13:01,22.0,Berhane Natnael,22.0,Team Dimension Data,3:08:45 3:08:45,18,2016,-
22.0,75.0,142.0,+3:16:20,23.0,Enger Sondre Holst,23.0,IAM Cycling,3:12:04 3:12:04,18,2016,-
23.0,196.0,158.0,+3:29:05,25.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",3:24:49 3:24:49,18,2016,▲1
23.0,53.0,160.0,+3:29:52,24.0,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,3:25:36 3:25:36,18,2016,▼1
25.0,143.0,167.0,+3:35:29,26.0,Haller Marco,26.0,Team Katusha,3:31:13 3:31:13,18,2016,-
23.0,47.0,170.0,+3:37:54,27.0,Gougeard Alexis,27.0,AG2R La Mondiale,3:33:38 3:33:38,18,2016,-
24.0,216.0,173.0,+3:45:21,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,3:41:05 3:41:05,18,2016,-
23.0,209.0,4.0,+4:46,1.0,Yates Adam,1.0,ORICA-BikeExchange,82:15:23 82:15:23,19,2016,-
24.0,157.0,8.0,+7:02,2.0,Meintjes Louis,2.0,Lampre - Merida,2:16 2:16,19,2016,-
24.0,111.0,18.0,+36:35,3.0,Barguil Warren,3.0,Team Giant - Alpecin,31:49 31:49,19,2016,-
23.0,131.0,21.0,+42:48,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,38:02 38:02,19,2016,-
25.0,51.0,36.0,+1:28:07,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,1:23:21 1:23:21,19,2016,-
25.0,211.0,48.0,+1:58:37,7.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,1:53:51 1:53:51,19,2016,▲1
24.0,182.0,51.0,+2:03:38,6.0,Alaphilippe Julian,7.0,Etixx - Quick Step,1:58:52 1:58:52,19,2016,▼1
24.0,159.0,58.0,+2:15:47,9.0,Polanc Jan,8.0,Lampre - Merida,2:11:01 2:11:01,19,2016,▲1
23.0,26.0,67.0,+2:28:32,10.0,Lutsenko Alexey,9.0,Astana Pro Team,2:23:46 2:23:46,19,2016,▲1
24.0,137.0,68.0,+2:30:53,8.0,Konrad Patrick,10.0,Bora - Argon 18,2:26:07 2:26:07,19,2016,▼2
24.0,39.0,85.0,+2:53:23,11.0,Valgren Michael,11.0,Tinkoff,2:48:37 2:48:37,19,2016,-
24.0,156.0,95.0,+3:06:27,12.0,Grmay Tsgabu,12.0,Lampre - Merida,3:01:41 3:01:41,19,2016,-
24.0,89.0,96.0,+3:06:40,13.0,van Baarle Dylan,13.0,Cannondale-Drapac Pro Cycling Team,3:01:54 3:01:54,19,2016,-
24.0,173.0,102.0,+3:19:32,17.0,Duchesne Antoine,14.0,Direct Energie,3:14:46 3:14:46,19,2016,▲3
22.0,158.0,103.0,+3:20:00,14.0,Pibernik Luka,15.0,Lampre - Merida,3:15:14 3:15:14,19,2016,▼1
25.0,203.0,106.0,+3:22:05,15.0,Durbridge Luke,16.0,ORICA-BikeExchange,3:17:19 3:17:19,19,2016,▼1
24.0,67.0,108.0,+3:22:32,16.0,Stuyven Jasper,17.0,Trek - Segafredo,3:17:46 3:17:46,19,2016,▼1
24.0,171.0,111.0,+3:26:07,19.0,Coquard Bryan,18.0,Direct Energie,3:21:21 3:21:21,19,2016,▲1
24.0,188.0,113.0,+3:28:08,21.0,Vakoč Petr,19.0,Etixx - Quick Step,3:23:22 3:23:22,19,2016,▲2
24.0,83.0,115.0,+3:29:32,18.0,Craddock Lawson,20.0,Cannondale-Drapac Pro Cycling Team,3:24:46 3:24:46,19,2016,▼2
25.0,102.0,118.0,+3:32:22,22.0,Berhane Natnael,21.0,Team Dimension Data,3:27:36 3:27:36,19,2016,▲1
23.0,56.0,123.0,+3:35:04,20.0,Roosen Timo,22.0,Team LottoNL-Jumbo,3:30:18 3:30:18,19,2016,▼2
22.0,75.0,136.0,+3:45:40,23.0,Enger Sondre Holst,23.0,IAM Cycling,3:40:54 3:40:54,19,2016,-
23.0,196.0,156.0,+3:59:57,24.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",3:55:11 3:55:11,19,2016,-
23.0,53.0,158.0,+4:00:44,25.0,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,3:55:58 3:55:58,19,2016,-
23.0,47.0,159.0,+4:01:04,27.0,Gougeard Alexis,26.0,AG2R La Mondiale,3:56:18 3:56:18,19,2016,▲1
25.0,143.0,168.0,+4:06:21,26.0,Haller Marco,27.0,Team Katusha,4:01:35 4:01:35,19,2016,▼1
24.0,216.0,171.0,+4:20:24,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,4:15:38 4:15:38,19,2016,-
23.0,209.0,4.0,+4:42,1.0,Yates Adam,1.0,ORICA-BikeExchange,86:26:22 86:26:22,20,2016,-
24.0,157.0,8.0,+6:58,2.0,Meintjes Louis,2.0,Lampre - Merida,2:16 2:16,20,2016,-
23.0,131.0,21.0,+47:40,4.0,Buchmann Emanuel,3.0,Bora - Argon 18,42:58 42:58,20,2016,▲1
24.0,111.0,23.0,+52:14,3.0,Barguil Warren,4.0,Team Giant - Alpecin,47:32 47:32,20,2016,▼1
25.0,51.0,32.0,+1:24:38,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,1:19:56 1:19:56,20,2016,-
24.0,182.0,41.0,+2:00:09,7.0,Alaphilippe Julian,6.0,Etixx - Quick Step,1:55:27 1:55:27,20,2016,▲1
24.0,159.0,54.0,+2:18:24,8.0,Polanc Jan,7.0,Lampre - Merida,2:13:42 2:13:42,20,2016,▲1
25.0,211.0,59.0,+2:28:27,6.0,Sepúlveda Eduardo,8.0,Fortuneo - Vital Concept,2:23:45 2:23:45,20,2016,▼2
23.0,26.0,62.0,+2:41:52,9.0,Lutsenko Alexey,9.0,Astana Pro Team,2:37:10 2:37:10,20,2016,-
24.0,137.0,65.0,+2:46:32,10.0,Konrad Patrick,10.0,Bora - Argon 18,2:41:50 2:41:50,20,2016,-
24.0,39.0,78.0,+3:01:22,11.0,Valgren Michael,11.0,Tinkoff,2:56:40 2:56:40,20,2016,-
24.0,89.0,91.0,+3:23:15,13.0,van Baarle Dylan,12.0,Cannondale-Drapac Pro Cycling Team,3:18:33 3:18:33,20,2016,▲1
24.0,156.0,92.0,+3:23:17,12.0,Grmay Tsgabu,13.0,Lampre - Merida,3:18:35 3:18:35,20,2016,▼1
24.0,67.0,100.0,+3:33:29,17.0,Stuyven Jasper,14.0,Trek - Segafredo,3:28:47 3:28:47,20,2016,▲3
22.0,158.0,103.0,+3:38:17,15.0,Pibernik Luka,15.0,Lampre - Merida,3:33:35 3:33:35,20,2016,-
24.0,173.0,108.0,+3:44:54,14.0,Duchesne Antoine,16.0,Direct Energie,3:40:12 3:40:12,20,2016,▼2
23.0,56.0,112.0,+3:50:43,22.0,Roosen Timo,17.0,Team LottoNL-Jumbo,3:46:01 3:46:01,20,2016,▲5
25.0,203.0,113.0,+3:51:55,16.0,Durbridge Luke,18.0,ORICA-BikeExchange,3:47:13 3:47:13,20,2016,▼2
24.0,171.0,114.0,+3:51:57,18.0,Coquard Bryan,19.0,Direct Energie,3:47:15 3:47:15,20,2016,▼1
24.0,188.0,119.0,+3:57:58,19.0,Vakoč Petr,20.0,Etixx - Quick Step,3:53:16 3:53:16,20,2016,▼1
24.0,83.0,123.0,+3:59:12,20.0,Craddock Lawson,21.0,Cannondale-Drapac Pro Cycling Team,3:54:30 3:54:30,20,2016,▼1
25.0,102.0,124.0,+4:02:12,21.0,Berhane Natnael,22.0,Team Dimension Data,3:57:30 3:57:30,20,2016,▼1
22.0,75.0,139.0,+4:14:48,23.0,Enger Sondre Holst,23.0,IAM Cycling,4:10:06 4:10:06,20,2016,-
23.0,47.0,148.0,+4:23:42,26.0,Gougeard Alexis,24.0,AG2R La Mondiale,4:19:00 4:19:00,20,2016,▲2
23.0,196.0,158.0,+4:29:47,24.0,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",4:25:05 4:25:05,20,2016,▼1
23.0,53.0,161.0,+4:30:34,25.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,4:25:52 4:25:52,20,2016,▼1
25.0,143.0,164.0,+4:31:40,27.0,Haller Marco,27.0,Team Katusha,4:26:58 4:26:58,20,2016,-
24.0,216.0,171.0,+4:50:14,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,4:45:32 4:45:32,20,2016,-
23.0,209.0,4.0,+4:42,1.0,Yates Adam,1.0,ORICA-BikeExchange,89:09:30 89:09:30,21,2016,-
24.0,157.0,8.0,+6:58,2.0,Meintjes Louis,2.0,Lampre - Merida,2:16 2:16,21,2016,-
23.0,131.0,21.0,+47:40,3.0,Buchmann Emanuel,3.0,Bora - Argon 18,42:58 42:58,21,2016,-
24.0,111.0,23.0,+52:14,4.0,Barguil Warren,4.0,Team Giant - Alpecin,47:32 47:32,21,2016,-
25.0,51.0,32.0,+1:24:38,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,1:19:56 1:19:56,21,2016,-
24.0,182.0,41.0,+2:00:09,6.0,Alaphilippe Julian,6.0,Etixx - Quick Step,1:55:27 1:55:27,21,2016,-
24.0,159.0,54.0,+2:18:24,7.0,Polanc Jan,7.0,Lampre - Merida,2:13:42 2:13:42,21,2016,-
25.0,211.0,59.0,+2:28:27,8.0,Sepúlveda Eduardo,8.0,Fortuneo - Vital Concept,2:23:45 2:23:45,21,2016,-
23.0,26.0,62.0,+2:41:52,9.0,Lutsenko Alexey,9.0,Astana Pro Team,2:37:10 2:37:10,21,2016,-
24.0,137.0,65.0,+2:46:32,10.0,Konrad Patrick,10.0,Bora - Argon 18,2:41:50 2:41:50,21,2016,-
24.0,39.0,77.0,+3:01:22,11.0,Valgren Michael,11.0,Tinkoff,2:56:40 2:56:40,21,2016,-
24.0,89.0,91.0,+3:23:15,12.0,van Baarle Dylan,12.0,Cannondale-Drapac Pro Cycling Team,3:18:33 3:18:33,21,2016,-
24.0,156.0,92.0,+3:23:17,13.0,Grmay Tsgabu,13.0,Lampre - Merida,3:18:35 3:18:35,21,2016,-
24.0,67.0,99.0,+3:33:29,14.0,Stuyven Jasper,14.0,Trek - Segafredo,3:28:47 3:28:47,21,2016,-
22.0,158.0,102.0,+3:38:17,15.0,Pibernik Luka,15.0,Lampre - Merida,3:33:35 3:33:35,21,2016,-
24.0,173.0,107.0,+3:44:54,16.0,Duchesne Antoine,16.0,Direct Energie,3:40:12 3:40:12,21,2016,-
23.0,56.0,111.0,+3:50:43,17.0,Roosen Timo,17.0,Team LottoNL-Jumbo,3:46:01 3:46:01,21,2016,-
25.0,203.0,112.0,+3:51:55,18.0,Durbridge Luke,18.0,ORICA-BikeExchange,3:47:13 3:47:13,21,2016,-
24.0,171.0,113.0,+3:51:57,19.0,Coquard Bryan,19.0,Direct Energie,3:47:15 3:47:15,21,2016,-
24.0,188.0,118.0,+3:57:58,20.0,Vakoč Petr,20.0,Etixx - Quick Step,3:53:16 3:53:16,21,2016,-
24.0,83.0,124.0,+4:03:44,21.0,Craddock Lawson,21.0,Cannondale-Drapac Pro Cycling Team,3:59:02 3:59:02,21,2016,-
25.0,102.0,125.0,+4:04:27,22.0,Berhane Natnael,22.0,Team Dimension Data,3:59:45 3:59:45,21,2016,-
22.0,75.0,141.0,+4:17:32,23.0,Enger Sondre Holst,23.0,IAM Cycling,4:12:50 4:12:50,21,2016,-
23.0,47.0,147.0,+4:23:42,24.0,Gougeard Alexis,24.0,AG2R La Mondiale,4:19:00 4:19:00,21,2016,-
23.0,196.0,157.0,+4:29:47,25.0,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",4:25:05 4:25:05,21,2016,-
23.0,53.0,160.0,+4:30:34,26.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,4:25:52 4:25:52,21,2016,-
25.0,143.0,162.0,+4:31:40,27.0,Haller Marco,27.0,Team Katusha,4:26:58 4:26:58,21,2016,-
24.0,216.0,170.0,+4:50:14,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,4:45:32 4:45:32,21,2016,-
