Age,Avg,GC,GC-Time,Rider,Rnk,Team,Time,stage,year
33.0,,86.0,+17:34,Garcia Jose Manuel,98,,",, 0:21",4,2006
34.0,,25.0,+6:02,Simoni Gilberto,99,Lampre-Fondital,",, 0:21",4,2006
28.0,,48.0,+9:04,Zampieri Steve,100,Phonak Hearing Systems,",, 0:21",4,2006
22.0,,52.0,+9:37,Euser Lucas,101,,",, 0:21",4,2006
24.0,,57.0,+11:08,Cancellara Fabian,102,CSC ProTeam,0:38 0:38,4,2006
27.0,,53.0,+10:09,O'Loughlin David,103,Navigators Insurance Cycling Team,0:57 0:57,4,2006
20.0,,49.0,+9:29,Tolleson Taylor,104,Team TIAA-CREF,",, 0:57",4,2006
28.0,,40.0,+7:57,Hunter Robert,105,Phonak Hearing Systems,1:02 1:02,4,2006
23.0,,81.0,+16:16,Van Hecke Preben,106,Davitamon - Lotto,1:12 1:12,4,2006
32.0,,76.0,+14:36,Bajadali Andrew,107,,",, 1:12",4,2006
24.0,,108.0,+29:57,Wren Tyler,108,Jamis/Sutter Home Pro Cycling Team,15:46 15:46,4,2006
38.0,,109.0,+46:01,Artacho Gustavo,109,,16:47 16:47,4,2006
,,,+ - 12:37:38,Dietrich Michael,DNF,,",, 16:47",4,2006
36.0,,,+ - 12:37:38,Gonzalez Domingo,DNF,,",, 16:47",4,2006
,,,+ - 12:37:38,Grabowski Zachary,DNF,,",, 16:47",4,2006
,,,+ - 12:37:38,Herriot Todd,DNF,,",, 16:47",4,2006
27.0,,,+ - 12:37:38,Huff Charles Bradley,DNF,Team TIAA-CREF,",, 16:47",4,2006
,,,+ - 12:37:38,Robinson David,DNF,,",, 16:47",4,2006
26.0,,,+ - 12:37:38,Lopinto Peter,DNF,,",, 16:47",4,2006
22.0,,,+ - 12:37:38,Rabon Frantisek,HD,T-Mobile Team,",, 16:47",4,2006
26.0,,,+ - 12:37:38,Rice Matthew,HD,,",, 16:47",4,2006
23.0,,,+ - 12:37:38,Gilbert Martin,HD,,42:36 42:36,4,2006
23.0,,,+ - 12:37:38,Giling Bas,HD,T-Mobile Team,29:38 29:38,4,2006
32.0,,4.0,+0:45,Hincapie George,1,Discovery Channel,3:52:02 3:52:02,5,2006
25.0,,89.0,+26:13,Wegmann Fabian,2,Gerolsteiner,",, ,,",5,2006
34.0,,13.0,+2:17,Horner Chris,3,Saunier Duval - Prodir,",, ,,",5,2006
30.0,,14.0,+2:20,Jufre Josep,4,Davitamon - Lotto,",, ,,",5,2006
22.0,,21.0,+4:10,Ricco Riccardo,5,,",, ,,",5,2006
26.0,,44.0,+12:07,Lang Sebastian,6,Gerolsteiner,",, ,,",5,2006
25.0,,22.0,+4:31,Roulston Hayden,7,Health Net Presented By Maxxis,",, ,,",5,2006
25.0,,45.0,+12:26,Lagutin Sergey,8,Navigators Insurance Cycling Team,",, ,,",5,2006
26.0,,42.0,+11:09,Davis Scott,9,T-Mobile Team,",, ,,",5,2006
27.0,,25.0,+6:20,Jacques-Maynes Benjamin,10,,",, ,,",5,2006
29.0,,27.0,+6:49,Kobzarenko Valery,11,Navigators Insurance Cycling Team,",, ,,",5,2006
33.0,,51.0,+14:16,Martin Perdiguero Miguel Angel,12,Phonak Hearing Systems,",, ,,",5,2006
29.0,,9.0,+1:55,Vande Velde Christian,13,CSC ProTeam,",, ,,",5,2006
34.0,,3.0,+0:34,Julich Bobby,14,CSC ProTeam,",, ,,",5,2006
30.0,,24.0,+6:13,Baldwin Christopher,15,,",, ,,",5,2006
28.0,,11.0,+2:14,Vogondy Nicolas,16,Cr\xe9dit Agricole,",, ,,",5,2006
25.0,,20.0,+3:22,G\xf3mez Marchante Jose Angel,17,Saunier Duval - Prodir,",, ,,",5,2006
30.0,,1.0,+0:00,Landis Floyd,18,Phonak Hearing Systems,",, ,,",5,2006
33.0,,19.0,+3:22,Moos Alexandre,19,Phonak Hearing Systems,",, ,,",5,2006
27.0,,2.0,+0:29,Zabriskie David,20,CSC ProTeam,",, ,,",5,2006
24.0,,12.0,+2:15,Kohl Bernhard,21,T-Mobile Team,",, ,,",5,2006
26.0,,15.0,+2:32,Zajicek Philip,22,Navigators Insurance Cycling Team,",, ,,",5,2006
27.0,,8.0,+1:49,Danielson Thomas,23,Discovery Channel,",, ,,",5,2006
29.0,,26.0,+6:32,Chadwick Glen,24,Navigators Insurance Cycling Team,",, ,,",5,2006
34.0,,43.0,+11:56,Voigt Jens,25,CSC ProTeam,",, ,,",5,2006
29.0,,7.0,+1:29,Evans Cadel,26,Davitamon - Lotto,",, ,,",5,2006
31.0,,5.0,+1:08,O'Neill Nathan,27,Health Net Presented By Maxxis,",, ,,",5,2006
32.0,,6.0,+1:10,Leipheimer Levi,28,Gerolsteiner,",, ,,",5,2006
23.0,,18.0,+3:11,Raisin Saul,29,Cr\xe9dit Agricole,",, ,,",5,2006
32.0,,10.0,+1:58,McCartney Jason,30,Discovery Channel,",, ,,",5,2006
23.0,,16.0,+2:52,Pauriol R\xe9mi,31,Cr\xe9dit Agricole,",, ,,",5,2006
28.0,,35.0,+8:02,Gil Fernandez Koldo,32,,",, ,,",5,2006
22.0,,31.0,+7:36,Brajkovi\u010d Janez,33,Discovery Channel,",, ,,",5,2006
30.0,,17.0,+2:56,Barry Michael,34,Discovery Channel,",, ,,",5,2006
40.0,,23.0,+5:30,Ekimov Viatcheslav,35,Discovery Channel,0:10 0:10,5,2006
32.0,,28.0,+6:52,Savoldelli Paolo,36,Discovery Channel,0:20 0:20,5,2006
32.0,,60.0,+18:21,Rodriguez Fred,37,Davitamon - Lotto,1:13 1:13,5,2006
29.0,,37.0,+9:11,Kaggestad Mads,38,Cr\xe9dit Agricole,",, 1:13",5,2006
29.0,,39.0,+9:23,Pinotti Marco,39,Saunier Duval - Prodir,",, 1:13",5,2006
23.0,,74.0,+21:19,Krauss Sven,40,Gerolsteiner,",, 1:13",5,2006
36.0,,36.0,+8:56,Moninger Scott,41,,",, 1:13",5,2006
32.0,,63.0,+18:57,Pollack Olaf,42,T-Mobile Team,",, 1:13",5,2006
32.0,,56.0,+16:50,Korff Andre,43,T-Mobile Team,",, 1:13",5,2006
25.0,,34.0,+7:52,Hiekmann Torsten,44,Gerolsteiner,",, 1:13",5,2006
23.0,,32.0,+7:39,Gusev Vladimir,45,Discovery Channel,",, 1:13",5,2006
19.0,,40.0,+9:35,Peterson Tom,46,,",, 1:13",5,2006
26.0,,30.0,+7:34,Pate Danny,47,Team TIAA-CREF,",, 1:13",5,2006
30.0,,33.0,+7:43,Kroon Karsten,48,CSC ProTeam,",, 1:13",5,2006
32.0,,46.0,+12:29,O'Grady Stuart,49,CSC ProTeam,",, 1:13",5,2006
34.0,,38.0,+9:13,Cruz Antonio,50,,",, 1:13",5,2006
,,70.0,+20:24,England Justin,51,,",, 1:13",5,2006
25.0,,29.0,+7:03,Blackgrove Heath,52,,",, 1:13",5,2006
27.0,,50.0,+14:15,Lam Arquimedes,53,,",, 1:13",5,2006
26.0,,59.0,+18:04,Rogers Michael,54,T-Mobile Team,",, 1:13",5,2006
28.0,,41.0,+10:17,Zampieri Steve,55,Phonak Hearing Systems,",, 1:13",5,2006
29.0,,48.0,+13:01,Jensen Brian,56,,3:25 3:25,5,2006
24.0,,75.0,+21:20,Rapinski Viktor,57,,",, 3:25",5,2006
23.0,,58.0,+17:50,Portal S\xe9bastien,58,Cr\xe9dit Agricole,",, 3:25",5,2006
37.0,,76.0,+21:36,Fraser Gordon,59,Health Net Presented By Maxxis,",, 3:25",5,2006
22.0,,52.0,+15:47,Euser Lucas,60,,6:10 6:10,5,2006
28.0,,80.0,+24:31,Johnson Tim,61,Health Net Presented By Maxxis,",, 6:10",5,2006
27.0,,62.0,+18:47,Frattini Davide,62,,",, 6:10",5,2006
23.0,,66.0,+19:25,Patour Kilian,63,Cr\xe9dit Agricole,",, 6:10",5,2006
32.0,,53.0,+16:35,Perras Dominique,64,,",, 6:10",5,2006
25.0,,49.0,+13:30,Creed Michael,65,Team TIAA-CREF,",, 6:10",5,2006
32.0,,72.0,+20:46,Bajadali Andrew,66,,",, 6:10",5,2006
24.0,,54.0,+16:38,Dockx Bart,67,Davitamon - Lotto,",, 6:10",5,2006
31.0,,100.0,+30:05,Zarate Jesus,68,,",, 6:10",5,2006
22.0,,67.0,+19:58,Marino Jean-Marc,69,Cr\xe9dit Agricole,",, 6:10",5,2006
32.0,,47.0,+12:48,Jalabert Nicolas,70,Phonak Hearing Systems,",, 6:10",5,2006
26.0,,95.0,+28:16,Dionne Charles,71,,6:24 6:24,5,2006
31.0,,82.0,+24:41,Friedick Mariano,72,,",, 6:24",5,2006
30.0,,71.0,+20:30,Walters Mark,73,Navigators Insurance Cycling Team,",, 6:24",5,2006
30.0,,91.0,+27:01,Candelario Alex,74,,",, 6:24",5,2006
22.0,,87.0,+25:59,Reistad Nick,75,,",, 6:24",5,2006
23.0,,57.0,+17:22,Greipel Andr\xe9,76,T-Mobile Team,",, 6:24",5,2006
28.0,,78.0,+22:02,Jones Michael,77,Health Net Presented By Maxxis,10:48 10:48,5,2006
28.0,,81.0,+24:38,Zwizanski Scott,78,,",, 10:48",5,2006
33.0,,96.0,+28:22,Garcia Jose Manuel,79,,",, 10:48",5,2006
31.0,,85.0,+25:18,Esparza Fausto Marcelino,80,,",, 10:48",5,2006
24.0,,77.0,+21:56,Cancellara Fabian,81,CSC ProTeam,",, 10:48",5,2006
27.0,,64.0,+19:08,Elmiger Martin,82,Phonak Hearing Systems,",, 10:48",5,2006
25.0,,102.0,+31:04,Haedo Juan Jose,83,,",, 10:48",5,2006
35.0,,99.0,+29:31,Davidenko Vassili,84,Navigators Insurance Cycling Team,",, 10:48",5,2006
28.0,,97.0,+28:55,Olson Aaron,85,,",, 10:48",5,2006
,,105.0,+31:24,Jones Brice,86,,",, 10:48",5,2006
24.0,,107.0,+40:45,Wren Tyler,87,Jamis/Sutter Home Pro Cycling Team,",, 10:48",5,2006
23.0,,94.0,+27:52,Friedman Michael,88,Team TIAA-CREF,",, 10:48",5,2006
20.0,,68.0,+20:17,Tolleson Taylor,89,Team TIAA-CREF,",, 10:48",5,2006
36.0,,101.0,+30:52,Sayers Mike,90,Health Net Presented By Maxxis,",, 10:48",5,2006
29.0,,98.0,+29:25,Henderson Gregory,91,Health Net Presented By Maxxis,",, 10:48",5,2006
21.0,,69.0,+20:21,Lewis Craig,92,,",, 10:48",5,2006
34.0,,55.0,+16:50,Simoni Gilberto,93,Lampre-Fondital,",, 10:48",5,2006
26.0,,90.0,+26:39,Brooks Benjamin,94,Navigators Insurance Cycling Team,",, 10:48",5,2006
25.0,,79.0,+22:43,Manion Caleb,95,,",, 10:48",5,2006
26.0,,86.0,+25:42,Wamsley Kyle,96,,",, 10:48",5,2006
33.0,,84.0,+25:01,H\xf8j Frank,97,Gerolsteiner,",, 10:48",5,2006
26.0,,93.0,+27:40,Bak Lars Ytting,98,CSC ProTeam,",, 10:48",5,2006
23.0,,92.0,+27:04,Van Hecke Preben,99,Davitamon - Lotto,",, 10:48",5,2006
28.0,,61.0,+18:45,Hunter Robert,100,Phonak Hearing Systems,",, 10:48",5,2006
24.0,,65.0,+19:10,Mccarty Jonathan Patrick,101,Phonak Hearing Systems,",, 10:48",5,2006
27.0,,73.0,+20:57,O'Loughlin David,102,Navigators Insurance Cycling Team,",, 10:48",5,2006
,,104.0,+31:15,Albers Kirk,103,,",, 10:48",5,2006
25.0,,103.0,+31:05,Stewart Jackson,104,,",, 10:48",5,2006
27.0,,83.0,+24:50,Kopp David,105,Gerolsteiner,",, 10:48",5,2006
28.0,,88.0,+26:10,Haselbacher Rene,106,Gerolsteiner,",, 10:48",5,2006
35.0,,106.0,+32:05,Mccormack Mark,107,,13:02 13:02,5,2006
22.0,,,+ - 16:29:40,Rabon Frantisek,DNF,T-Mobile Team,",, 13:02",5,2006
23.0,,,+ - 16:29:40,Giling Bas,DNF,T-Mobile Team,",, 13:02",5,2006
23.0,,,+ - 16:29:40,Gilbert Martin,DNF,,",, 13:02",5,2006
26.0,,,+ - 16:29:40,Rice Matthew,DNF,,",, 13:02",5,2006
25.0,,,+ - 16:29:40,Mertens Pieter,DNS,Davitamon - Lotto,",, 13:02",5,2006
32.0,,,+0:00,Pollack Olaf,1,T-Mobile Team,3:26:39 3:26:39,6,2006
22.0,,,+0:00,Ricco Riccardo,2,,",, ,,",6,2006
32.0,,,+0:00,Rodriguez Fred,3,Davitamon - Lotto,",, ,,",6,2006
37.0,,,+0:00,Fraser Gordon,4,Health Net Presented By Maxxis,",, ,,",6,2006
25.0,,,+0:00,Wegmann Fabian,5,Gerolsteiner,",, ,,",6,2006
27.0,,,+0:00,Kopp David,6,Gerolsteiner,",, ,,",6,2006
28.0,,,+0:00,Haselbacher Rene,7,Gerolsteiner,",, ,,",6,2006
23.0,,,+0:00,Greipel Andr\xe9,8,T-Mobile Team,",, ,,",6,2006
32.0,,,+0:00,O'Grady Stuart,9,CSC ProTeam,",, ,,",6,2006
33.0,,,+0:00,Moos Alexandre,10,Phonak Hearing Systems,",, ,,",6,2006
30.0,,,+0:00,Barry Michael,11,Discovery Channel,",, ,,",6,2006
30.0,,,+0:00,Candelario Alex,12,,",, ,,",6,2006
32.0,,,+0:00,Hincapie George,13,Discovery Channel,",, ,,",6,2006
35.0,,,+0:00,Mccormack Mark,14,,",, ,,",6,2006
25.0,,,+0:00,Stewart Jackson,15,,",, ,,",6,2006
20.0,,,+0:00,Tolleson Taylor,16,Team TIAA-CREF,",, ,,",6,2006
23.0,,,+0:00,Gusev Vladimir,17,Discovery Channel,",, ,,",6,2006
31.0,,,+0:00,Esparza Fausto Marcelino,18,,",, ,,",6,2006
29.0,,,+0:00,Evans Cadel,19,Davitamon - Lotto,",, ,,",6,2006
23.0,,,+0:00,Portal S\xe9bastien,20,Cr\xe9dit Agricole,",, ,,",6,2006
26.0,,,+0:00,Dionne Charles,21,,",, ,,",6,2006
34.0,,,+0:00,Julich Bobby,22,CSC ProTeam,",, ,,",6,2006
28.0,,,+0:00,Vogondy Nicolas,23,Cr\xe9dit Agricole,",, ,,",6,2006
31.0,,,+0:00,O'Neill Nathan,24,Health Net Presented By Maxxis,",, ,,",6,2006
25.0,,,+0:00,Haedo Juan Jose,25,,",, ,,",6,2006
24.0,,,+0:00,Rapinski Viktor,26,,",, ,,",6,2006
27.0,,,+0:00,Zabriskie David,27,CSC ProTeam,",, ,,",6,2006
26.0,,,+0:00,Brooks Benjamin,28,Navigators Insurance Cycling Team,",, ,,",6,2006
27.0,,,+0:00,Elmiger Martin,29,Phonak Hearing Systems,",, ,,",6,2006
33.0,,,+0:00,H\xf8j Frank,30,Gerolsteiner,",, ,,",6,2006
25.0,,,+0:00,Lagutin Sergey,31,Navigators Insurance Cycling Team,",, ,,",6,2006
24.0,,,+0:00,Cancellara Fabian,32,CSC ProTeam,",, ,,",6,2006
30.0,,,+0:00,Jufre Josep,33,Davitamon - Lotto,",, ,,",6,2006
29.0,,,+0:00,Henderson Gregory,34,Health Net Presented By Maxxis,",, ,,",6,2006
32.0,,,+0:00,Korff Andre,35,T-Mobile Team,",, ,,",6,2006
23.0,,,+0:00,Friedman Michael,36,Team TIAA-CREF,",, ,,",6,2006
22.0,,,+0:00,Brajkovi\u010d Janez,37,Discovery Channel,",, ,,",6,2006
29.0,,,+0:00,Kaggestad Mads,38,Cr\xe9dit Agricole,",, ,,",6,2006
30.0,,,+0:00,Landis Floyd,39,Phonak Hearing Systems,",, ,,",6,2006
29.0,,,+0:00,Vande Velde Christian,40,CSC ProTeam,",, ,,",6,2006
32.0,,,+0:00,Jalabert Nicolas,41,Phonak Hearing Systems,",, ,,",6,2006
25.0,,,+0:00,Roulston Hayden,42,Health Net Presented By Maxxis,",, ,,",6,2006
29.0,,,+0:00,Kobzarenko Valery,43,Navigators Insurance Cycling Team,",, ,,",6,2006
30.0,,,+0:00,Baldwin Christopher,44,,",, ,,",6,2006
32.0,,,+0:00,Leipheimer Levi,45,Gerolsteiner,",, ,,",6,2006
24.0,,,+0:00,Kohl Bernhard,46,T-Mobile Team,",, ,,",6,2006
34.0,,,+0:00,Horner Chris,47,Saunier Duval - Prodir,",, ,,",6,2006
40.0,,,+0:00,Ekimov Viatcheslav,48,Discovery Channel,",, ,,",6,2006
26.0,,,+0:00,Zajicek Philip,49,Navigators Insurance Cycling Team,",, ,,",6,2006
22.0,,,+0:00,Marino Jean-Marc,50,Cr\xe9dit Agricole,",, ,,",6,2006
30.0,,,+0:00,Walters Mark,51,Navigators Insurance Cycling Team,",, ,,",6,2006
27.0,,,+0:00,Danielson Thomas,52,Discovery Channel,",, ,,",6,2006
19.0,,,+0:00,Peterson Tom,53,,",, ,,",6,2006
32.0,,,+0:00,McCartney Jason,54,Discovery Channel,",, ,,",6,2006
23.0,,,+0:00,Raisin Saul,55,Cr\xe9dit Agricole,",, ,,",6,2006
34.0,,,+0:00,Cruz Antonio,56,,",, ,,",6,2006
32.0,,,+0:00,Savoldelli Paolo,57,Discovery Channel,",, ,,",6,2006
23.0,,,+0:00,Pauriol R\xe9mi,58,Cr\xe9dit Agricole,",, ,,",6,2006
29.0,,,+0:00,Jensen Brian,59,,",, ,,",6,2006
30.0,,,+0:00,Pinotti Marco,60,Saunier Duval - Prodir,",, ,,",6,2006
22.0,,,+0:00,Reistad Nick,61,,",, ,,",6,2006
23.0,,,+0:00,Patour Kilian,62,Cr\xe9dit Agricole,",, ,,",6,2006
28.0,,,+0:00,Zampieri Steve,63,Phonak Hearing Systems,",, ,,",6,2006
22.0,,,+0:00,Euser Lucas,64,,",, ,,",6,2006
25.0,,,+0:00,Hiekmann Torsten,65,Gerolsteiner,",, ,,",6,2006
31.0,,,+0:00,Friedick Mariano,66,,",, ,,",6,2006
28.0,,,+0:00,Zwizanski Scott,67,,",, ,,",6,2006
26.0,,,+0:00,Rogers Michael,68,T-Mobile Team,",, ,,",6,2006
27.0,,,+0:00,Jacques-Maynes Benjamin,69,,",, ,,",6,2006
36.0,,,+0:00,Moninger Scott,70,,",, ,,",6,2006
23.0,,,+0:00,Krauss Sven,71,Gerolsteiner,",, ,,",6,2006
32.0,,,+0:00,Perras Dominique,72,,",, ,,",6,2006
26.0,,,+0:00,Lang Sebastian,73,Gerolsteiner,",, ,,",6,2006
26.0,,,+0:00,Davis Scott,74,T-Mobile Team,",, ,,",6,2006
29.0,,,+0:00,Chadwick Glen,75,Navigators Insurance Cycling Team,",, ,,",6,2006
28.0,,,+0:00,Olson Aaron,76,,",, ,,",6,2006
25.0,,,+0:00,G\xf3mez Marchante Jose Angel,77,Saunier Duval - Prodir,",, ,,",6,2006
25.0,,,+0:00,Creed Michael,78,Team TIAA-CREF,",, ,,",6,2006
27.0,,,+0:00,Frattini Davide,79,,",, ,,",6,2006
,,,+0:00,England Justin,80,,",, ,,",6,2006
33.0,,,+0:00,Garcia Jose Manuel,81,,",, ,,",6,2006
21.0,,,+0:00,Lewis Craig,82,,",, ,,",6,2006
28.0,,,+0:00,Gil Fernandez Koldo,83,,",, ,,",6,2006
24.0,,,+0:00,Wren Tyler,84,Jamis/Sutter Home Pro Cycling Team,",, ,,",6,2006
27.0,,,+0:00,Lam Arquimedes,85,,",, ,,",6,2006
26.0,,,+0:00,Wamsley Kyle,86,,",, ,,",6,2006
31.0,,,+0:00,Zarate Jesus,87,,",, ,,",6,2006
26.0,,,+0:00,Pate Danny,88,Team TIAA-CREF,",, ,,",6,2006
35.0,,,+0:00,Davidenko Vassili,89,Navigators Insurance Cycling Team,",, ,,",6,2006
33.0,,,+0:00,Martin Perdiguero Miguel Angel,90,Phonak Hearing Systems,0:27 0:27,6,2006
24.0,,,+0:00,Mccarty Jonathan Patrick,91,Phonak Hearing Systems,",, 0:27",6,2006
25.0,,,+0:00,Manion Caleb,92,,",, 0:27",6,2006
23.0,,,+0:00,Van Hecke Preben,93,Davitamon - Lotto,0:36 0:36,6,2006
36.0,,,+0:00,Sayers Mike,94,Health Net Presented By Maxxis,",, 0:36",6,2006
27.0,,,+0:00,O'Loughlin David,95,Navigators Insurance Cycling Team,",, 0:36",6,2006
28.0,,,+0:00,Johnson Tim,96,Health Net Presented By Maxxis,",, 0:36",6,2006
,,,+0:00,Jones Brice,97,,0:43 0:43,6,2006
34.0,,,+0:00,Voigt Jens,98,CSC ProTeam,",, 0:43",6,2006
24.0,,,+0:00,Dockx Bart,99,Davitamon - Lotto,",, 0:43",6,2006
30.0,,,+0:00,Kroon Karsten,100,CSC ProTeam,",, 0:43",6,2006
25.0,,,+0:00,Blackgrove Heath,101,,",, 0:43",6,2006
28.0,,,+0:00,Hunter Robert,102,Phonak Hearing Systems,1:12 1:12,6,2006
26.0,,,+0:00,Bak Lars Ytting,103,CSC ProTeam,1:17 1:17,6,2006
28.0,,,+0:00,Jones Michael,DNF,Health Net Presented By Maxxis,",, 1:17",6,2006
,,,+0:00,Albers Kirk,DNF,,",, 1:17",6,2006
34.0,,,+0:00,Simoni Gilberto,DNS,Lampre-Fondital,",, 1:17",6,2006
32.0,,,+0:00,Bajadali Andrew,DNS,,",, 1:17",6,2006
32.0,,56.0,+18:57,Pollack Olaf,1,T-Mobile Team,2:50:27 2:50:27,7,2006
25.0,,92.0,+31:04,Haedo Juan Jose,2,,",, ,,",7,2006
23.0,,51.0,+17:22,Greipel Andr\xe9,3,T-Mobile Team,",, ,,",7,2006
28.0,,79.0,+26:10,Haselbacher Rene,4,Gerolsteiner,",, ,,",7,2006
31.0,,82.0,+27:01,Candelario Alex,5,,",, ,,",7,2006
37.0,,67.0,+21:36,Fraser Gordon,6,Health Net Presented By Maxxis,",, ,,",7,2006
23.0,,30.0,+7:39,Gusev Vladimir,7,Discovery Channel,",, ,,",7,2006
32.0,,54.0,+18:21,Rodriguez Fred,8,Davitamon - Lotto,",, ,,",7,2006
25.0,,41.0,+12:26,Lagutin Sergey,9,Navigators Insurance Cycling Team,",, ,,",7,2006
32.0,,42.0,+12:29,O'Grady Stuart,10,CSC ProTeam,",, ,,",7,2006
20.0,,61.0,+20:17,Tolleson Taylor,11,Team TIAA-CREF,",, ,,",7,2006
24.0,,66.0,+21:20,Rapinski Viktor,12,,",, ,,",7,2006
23.0,,52.0,+17:50,Portal S\xe9bastien,13,Cr\xe9dit Agricole,",, ,,",7,2006
,,96.0,+32:07,Jones Brice,14,,",, ,,",7,2006
35.0,,95.0,+32:05,Mccormack Mark,15,,",, ,,",7,2006
32.0,,4.0,+0:45,Hincapie George,16,Discovery Channel,",, ,,",7,2006
34.0,,36.0,+9:13,Cruz Antonio,17,,",, ,,",7,2006
32.0,,44.0,+12:48,Jalabert Nicolas,18,Phonak Hearing Systems,",, ,,",7,2006
26.0,,85.0,+28:16,Dionne Charles,19,,",, ,,",7,2006
35.0,,90.0,+29:31,Davidenko Vassili,20,Navigators Insurance Cycling Team,",, ,,",7,2006
31.0,,72.0,+24:41,Friedick Mariano,21,,",, ,,",7,2006
31.0,,76.0,+25:18,Esparza Fausto Marcelino,22,,",, ,,",7,2006
25.0,,93.0,+31:05,Stewart Jackson,23,,",, ,,",7,2006
30.0,,1.0,+0:00,Landis Floyd,24,Phonak Hearing Systems,",, ,,",7,2006
30.0,,14.0,+2:20,Jufre Josep,25,Davitamon - Lotto,",, ,,",7,2006
22.0,,78.0,+25:59,Reistad Nick,26,,",, ,,",7,2006
30.0,,16.0,+2:56,Barry Michael,27,Discovery Channel,",, ,,",7,2006
27.0,,24.0,+6:20,Jacques-Maynes Benjamin,28,,",, ,,",7,2006
33.0,,74.0,+25:01,H\xf8j Frank,29,Gerolsteiner,",, ,,",7,2006
28.0,,11.0,+2:14,Vogondy Nicolas,30,Cr\xe9dit Agricole,",, ,,",7,2006
27.0,,57.0,+19:08,Elmiger Martin,31,Phonak Hearing Systems,",, ,,",7,2006
30.0,,23.0,+6:13,Baldwin Christopher,32,,",, ,,",7,2006
34.0,,3.0,+0:34,Julich Bobby,33,CSC ProTeam,",, ,,",7,2006
29.0,,35.0,+9:11,Kaggestad Mads,34,Cr\xe9dit Agricole,",, ,,",7,2006
29.0,,26.0,+6:49,Kobzarenko Valery,35,Navigators Insurance Cycling Team,",, ,,",7,2006
29.0,,9.0,+1:55,Vande Velde Christian,36,CSC ProTeam,",, ,,",7,2006
23.0,,83.0,+27:52,Friedman Michael,37,Team TIAA-CREF,",, ,,",7,2006
31.0,,5.0,+1:08,O'Neill Nathan,38,Health Net Presented By Maxxis,",, ,,",7,2006
27.0,,2.0,+0:29,Zabriskie David,39,CSC ProTeam,",, ,,",7,2006
32.0,,50.0,+16:50,Korff Andre,40,T-Mobile Team,",, ,,",7,2006
32.0,,27.0,+6:52,Savoldelli Paolo,41,Discovery Channel,",, ,,",7,2006
29.0,,7.0,+1:29,Evans Cadel,42,Davitamon - Lotto,",, ,,",7,2006
33.0,,18.0,+3:22,Moos Alexandre,43,Phonak Hearing Systems,",, ,,",7,2006
23.0,,15.0,+2:52,Pauriol R\xe9mi,44,Cr\xe9dit Agricole,",, ,,",7,2006
27.0,,73.0,+24:50,Kopp David,45,Gerolsteiner,",, ,,",7,2006
30.0,,64.0,+20:30,Walters Mark,46,Navigators Insurance Cycling Team,",, ,,",7,2006
27.0,,8.0,+1:49,Danielson Thomas,47,Discovery Channel,",, ,,",7,2006
23.0,,65.0,+21:19,Krauss Sven,48,Gerolsteiner,",, ,,",7,2006
22.0,,29.0,+7:36,Brajkovi\u010d Janez,49,Discovery Channel,",, ,,",7,2006
32.0,,10.0,+1:58,McCartney Jason,50,Discovery Channel,",, ,,",7,2006
25.0,,21.0,+4:31,Roulston Hayden,51,Health Net Presented By Maxxis,",, ,,",7,2006
24.0,,12.0,+2:15,Kohl Bernhard,52,T-Mobile Team,",, ,,",7,2006
34.0,,13.0,+2:17,Horner Chris,53,Saunier Duval - Prodir,",, ,,",7,2006
24.0,,68.0,+21:56,Cancellara Fabian,54,CSC ProTeam,",, ,,",7,2006
40.0,,22.0,+5:30,Ekimov Viatcheslav,55,Discovery Channel,",, ,,",7,2006
28.0,,39.0,+10:17,Zampieri Steve,56,Phonak Hearing Systems,",, ,,",7,2006
22.0,,20.0,+4:10,Ricco Riccardo,57,,",, ,,",7,2006
25.0,,31.0,+7:46,Blackgrove Heath,58,,",, ,,",7,2006
28.0,,75.0,+25:07,Johnson Tim,59,Health Net Presented By Maxxis,",, ,,",7,2006
32.0,,6.0,+1:10,Leipheimer Levi,60,Gerolsteiner,",, ,,",7,2006
33.0,,47.0,+14:43,Martin Perdiguero Miguel Angel,61,Phonak Hearing Systems,",, ,,",7,2006
24.0,,97.0,+40:45,Wren Tyler,62,Jamis/Sutter Home Pro Cycling Team,",, ,,",7,2006
30.0,,33.0,+8:26,Kroon Karsten,63,CSC ProTeam,",, ,,",7,2006
22.0,,60.0,+19:58,Marino Jean-Marc,64,Cr\xe9dit Agricole,",, ,,",7,2006
36.0,,94.0,+31:28,Sayers Mike,65,Health Net Presented By Maxxis,",, ,,",7,2006
26.0,,88.0,+28:57,Bak Lars Ytting,66,CSC ProTeam,",, ,,",7,2006
34.0,,43.0,+12:39,Voigt Jens,67,CSC ProTeam,",, ,,",7,2006
,,63.0,+20:24,England Justin,68,,",, ,,",7,2006
28.0,,87.0,+28:55,Olson Aaron,69,,",, ,,",7,2006
25.0,,19.0,+3:22,G\xf3mez Marchante Jose Angel,70,Saunier Duval - Prodir,",, ,,",7,2006
36.0,,34.0,+8:56,Moninger Scott,71,,",, ,,",7,2006
25.0,,80.0,+26:13,Wegmann Fabian,72,Gerolsteiner,",, ,,",7,2006
27.0,,46.0,+14:15,Lam Arquimedes,73,,",, ,,",7,2006
25.0,,69.0,+23:10,Manion Caleb,74,,",, ,,",7,2006
19.0,,38.0,+9:35,Peterson Tom,75,,",, ,,",7,2006
