Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
35,34.0,+3:02,,,Henderson Gregory,10,Lotto Belisol Team,",, ,,",,,,5,2012
29,14.0,+1:32,,,Renshaw Mark,11,Rabobank Cycling Team,",, ,,",,,,5,2012
29,33.0,+3:02,,,Sieberg Marcel,12,Lotto Belisol Team,",, ,,",,,,5,2012
31,1.0,+0:00,,,Boonen Tom,13,Omega Pharma - Quick-Step,",, ,,",,,,5,2012
27,2.0,+0:31,,,Farrar Tyler,14,Team Garmin - Barracuda,",, ,,",,,,5,2012
28,70.0,+4:39,,,Kemps Aaron,15,Champion System Pro Cycling Team,",, ,,",,,,5,2012
24,46.0,+3:45,,,Kristoff Alexander,16,Team Katusha,",, ,,",,,,5,2012
32,82.0,+5:28,,,Rast Gregory,17,RadioShack - Nissan,",, ,,",,,,5,2012
24,9.0,+1:09,,,Navardauskas Ramunas,18,Team Garmin - Barracuda,",, ,,",,,,5,2012
23,31.0,+2:59,,,Nizzolo Giacomo,19,RadioShack - Nissan,",, ,,",,,,5,2012
25,10.0,+1:10,,,Kruopis Aidis,20,Orica GreenEDGE,",, ,,",,,,5,2012
32,81.0,+5:22,,,Curvers Roy,21,Argos - Shimano,",, ,,",,,,5,2012
23,15.0,+1:33,,,Gallopin Tony,22,RadioShack - Nissan,",, ,,",,,,5,2012
27,6.0,+1:00,,,Veelers Tom,23,Argos - Shimano,",, ,,",,,,5,2012
22,11.0,+1:14,,,Blythe Adam,24,BMC Racing Team,",, ,,",,,,5,2012
26,38.0,+3:20,,,Timmer Albert,25,Argos - Shimano,",, ,,",,,,5,2012
30,8.0,+1:06,,,Cancellara Fabian,26,RadioShack - Nissan,",, ,,",,,,5,2012
31,52.0,+3:52,,,Mouris Jens,27,Orica GreenEDGE,",, ,,",,,,5,2012
29,36.0,+3:08,,,Rollin Dominique,28,FDJ - BigMat,",, ,,",,,,5,2012
30,62.0,+4:14,,,Sohrabi Mehdi,29,Lotto Belisol Team,",, ,,",,,,5,2012
26,74.0,+4:49,,,Delage Micka\xebl,30,FDJ - BigMat,",, ,,",,,,5,2012
23,57.0,+3:59,,,Soupe Geoffrey,31,FDJ - BigMat,",, ,,",,,,5,2012
33,13.0,+1:20,,,Cooke Baden,32,Orica GreenEDGE,",, ,,",,,,5,2012
28,51.0,+3:52,,,Beppu Fumiyuki,33,Orica GreenEDGE,",, ,,",,,,5,2012
24,28.0,+2:47,,,Stannard Ian,34,Sky Procycling,",, ,,",,,,5,2012
31,4.0,+0:36,,,Steegmans Gert,35,Omega Pharma - Quick-Step,",, ,,",,,,5,2012
29,100.0,+12:33,,,Benenati Cristian,36,Farnese Vini-Neri-Sottoli,",, ,,",,,,5,2012
31,26.0,+2:30,,,Boucher David,37,FDJ - BigMat,",, ,,",,,,5,2012
31,72.0,+4:44,,,Longo Borghini Paolo,38,Liquigas - Cannondale,",, ,,",,,,5,2012
25,25.0,+2:28,,,Offredo Yoann,39,FDJ - BigMat,",, ,,",,,,5,2012
27,22.0,+2:19,,,Friedemann Matthias,40,Champion System Pro Cycling Team,",, ,,",,,,5,2012
31,12.0,+1:19,,,Vansummeren Johan,41,Team Garmin - Barracuda,",, ,,",,,,5,2012
29,37.0,+3:09,,,de Kort Koen,42,Argos - Shimano,",, ,,",,,,5,2012
22,43.0,+3:43,,,Appollonio Davide,43,Sky Procycling,",, ,,",,,,5,2012
30,69.0,+4:33,,,Da Dalto Mauro,44,Liquigas - Cannondale,",, ,,",,,,5,2012
20,44.0,+3:43,,,Haller Marco,45,Team Katusha,",, ,,",,,,5,2012
34,3.0,+0:34,,,Flecha Juan Antonio,46,Sky Procycling,",, ,,",,,,5,2012
34,103.0,+13:20,,,Hushovd Thor,47,BMC Racing Team,",, ,,",,,,5,2012
25,54.0,+3:53,,,Schar Michael,48,BMC Racing Team,",, ,,",,,,5,2012
38,80.0,+5:10,,,McCann David,49,RTS Racing Team,",, ,,",,,,5,2012
29,23.0,+2:23,,,Gilbert Philippe,50,BMC Racing Team,",, ,,",,,,5,2012
26,47.0,+3:49,,,Sabatini Fabio,51,Liquigas - Cannondale,",, ,,",,,,5,2012
35,58.0,+3:59,,,Rasch Gabriel,52,FDJ - BigMat,",, ,,",,,,5,2012
26,19.0,+2:15,,,Ignatyev Mikhail,53,Team Katusha,",, ,,",,,,5,2012
33,76.0,+4:54,,,Hulsmans Kevin,54,Farnese Vini-Neri-Sottoli,",, ,,",,,,5,2012
23,32.0,+3:01,,,Lodewyck Klaas,55,BMC Racing Team,",, ,,",,,,5,2012
32,17.0,+1:45,,,Willems Frederik,56,Lotto Belisol Team,",, ,,",,,,5,2012
28,88.0,+6:48,,,Ascani Luca,57,Farnese Vini-Neri-Sottoli,",, ,,",,,,5,2012
34,40.0,+3:29,,,Hunter Robert,58,Team Garmin - Barracuda,",, ,,",,,,5,2012
20,21.0,+2:17,,,van Keirsbulck Guillaume,59,Omega Pharma - Quick-Step,",, ,,",,,,5,2012
32,50.0,+3:50,,,Irizar Markel,60,RadioShack - Nissan,",, ,,",,,,5,2012
26,53.0,+3:52,,,Kohler Martin,61,BMC Racing Team,",, ,,",,,,5,2012
30,5.0,+0:45,,,Eisel Bernhard,62,Sky Procycling,",, ,,",,,,5,2012
25,78.0,+5:05,,,van Genechten Jonas,63,Lotto Belisol Team,",, ,,",,,,5,2012
26,118.0,+40:13,,,Chang Wei Kei,64,RTS Racing Team,",, ,,",,,,5,2012
32,49.0,+3:50,,,Bak Lars Ytting,65,Lotto Belisol Team,",, ,,",,,,5,2012
26,55.0,+3:53,,,Wyss Danilo,66,BMC Racing Team,",, ,,",,,,5,2012
34,30.0,+2:55,,,Tuft Svein,67,Orica GreenEDGE,",, ,,",,,,5,2012
26,71.0,+4:39,,,van Emden Jos,68,Rabobank Cycling Team,",, ,,",,,,5,2012
27,48.0,+3:49,,,Marangoni Alan,69,Liquigas - Cannondale,",, ,,",,,,5,2012
31,95.0,+8:42,,,Vanotti Alessandro,70,Liquigas - Cannondale,",, ,,",,,,5,2012
30,109.0,+20:26,,,Inoue Kazuo,71,Team Bridgestone Anchor,",, ,,",,,,5,2012
30,93.0,+8:12,,,Ojavee Mart,72,Champion System Pro Cycling Team,",, ,,",,,,5,2012
26,65.0,+4:21,,,Kluge Roger,73,Argos - Shimano,",, ,,",,,,5,2012
32,98.0,+11:37,,,Popovych Yaroslav,74,RadioShack - Nissan,",, ,,",,,,5,2012
25,67.0,+4:30,,,De Negri Pier Paolo,75,Farnese Vini-Neri-Sottoli,",, ,,",,,,5,2012
30,91.0,+7:17,,,Hansen Adam,76,Lotto Belisol Team,",, ,,",,,,5,2012
25,79.0,+5:05,,,Isaychev Vladimir,77,Team Katusha,",, ,,",,,,5,2012
27,83.0,+5:44,,,Vandenbergh Stijn,78,Omega Pharma - Quick-Step,",, ,,",,,,5,2012
32,41.0,+3:36,,,Fischer Murilo Antonio,79,Team Garmin - Barracuda,",, ,,",,,,5,2012
25,39.0,+3:27,,,Maes Nikolas,80,Omega Pharma - Quick-Step,",, ,,",,,,5,2012
30,59.0,+4:00,,,Knees Christian,81,Sky Procycling,0:15 0:15,,,,5,2012
29,27.0,+2:45,,,Wynants Maarten,82,Rabobank Cycling Team,0:18 0:18,,,,5,2012
27,64.0,+4:21,,,Ladagnous Matthieu,83,FDJ - BigMat,0:22 0:22,,,,5,2012
23,24.0,+2:27,,,Sinkeldam Ramon,84,Argos - Shimano,0:25 0:25,,,,5,2012
20,77.0,+5:03,,,Rathe Jacob,85,Team Garmin - Barracuda,0:27 0:27,,,,5,2012
28,116.0,+25:12,,,Xu Gang,86,Champion System Pro Cycling Team,0:29 0:29,,,,5,2012
26,63.0,+4:16,,,Brammeier Matthew,87,Omega Pharma - Quick-Step,0:33 0:33,,,,5,2012
26,75.0,+4:53,,,Bauer Jack,88,Team Garmin - Barracuda,",, 0:33",,,,5,2012
26,85.0,+6:17,,,Lebas Thomas,89,Team Bridgestone Anchor,",, 0:33",,,,5,2012
37,84.0,+5:56,,,Hunt Jeremy,90,Sky Procycling,",, 0:33",,,,5,2012
39,56.0,+3:56,,,McEwen Robbie,91,Orica GreenEDGE,0:37 0:37,,,,5,2012
32,68.0,+4:30,,,Brown Graeme,92,Rabobank Cycling Team,",, 0:37",,,,5,2012
27,18.0,+1:56,,,Dekker Thomas,93,Team Garmin - Barracuda,",, 0:37",,,,5,2012
30,73.0,+4:46,,,Caccia Diego,94,Farnese Vini-Neri-Sottoli,0:39 0:39,,,,5,2012
22,94.0,+8:30,,,Debusschere Jens,95,Lotto Belisol Team,1:01 1:01,,,,5,2012
23,96.0,+9:50,,,Lemair Alexandre,96,Team Bridgestone Anchor,1:30 1:30,,,,5,2012
26,85.0,+6:17,,,Lebas Thomas,97,Team Bridgestone Anchor,",, 1:30",,,,5,2012
30,97.0,+11:08,,,Shimizu Miyataka,98,Team Bridgestone Anchor,",, 1:30",,,,5,2012
30,89.0,+6:59,,,Posthuma Joost,99,RadioShack - Nissan,",, 1:30",,,,5,2012
22,113.0,+22:27,,,Yoshida Hayato,100,Team Bridgestone Anchor,",, 1:30",,,,5,2012
39,110.0,+20:58,,,Rodgers Lee,101,CCN Cycling Team,",, 1:30",,,,5,2012
25,114.0,+23:30,,,Jiao Pengda,102,Champion System Pro Cycling Team,",, 1:30",,,,5,2012
28,107.0,+16:08,,,Crawford Jai,103,Genesys Wealth Advisers,",, 1:30",,,,5,2012
28,111.0,+21:01,,,Coutts Alex,104,RTS Racing Team,",, 1:30",,,,5,2012
25,108.0,+17:40,,,Sys Klaas,105,Team Bridgestone Anchor,",, 1:30",,,,5,2012
23,117.0,+29:35,,,Huang Chin-lung,106,RTS Racing Team,",, 1:30",,,,5,2012
24,105.0,+15:13,,,van Winden Dennis,107,Rabobank Cycling Team,1:52 1:52,,,,5,2012
34,66.0,+4:26,,,Tjallingii Maarten,108,Rabobank Cycling Team,",, 1:52",,,,5,2012
28,112.0,+21:20,,,Rabon Frantisek,109,Omega Pharma - Quick-Step,1:58 1:58,,,,5,2012
24,115.0,+25:00,,,Nishizono Ryota,110,Team Bridgestone Anchor,2:58 2:58,,,,5,2012
23,92.0,+7:31,,,Bertolini Thomas,111,Farnese Vini-Neri-Sottoli,3:05 3:05,,,,5,2012
21,99.0,+12:29,,,Phinney Taylor,112,BMC Racing Team,",, 3:05",,,,5,2012
25,106.0,+16:02,,,Klemme Dominic,113,Argos - Shimano,4:19 4:19,,,,5,2012
28,101.0,+12:45,,,Wagner Robert,114,RadioShack - Nissan,",, 4:19",,,,5,2012
32,86.0,+6:33,,,Kuchynski Aliaksandr,115,Team Katusha,",, 4:19",,,,5,2012
26,102.0,+12:59,,,Bodnar Maciej,116,Liquigas - Cannondale,",, 4:19",,,,5,2012
33,119.0,+44:47,,,Kudentsov Sergei,117,,",, 4:19",,,,5,2012
27,90.0,+7:14,,,Langeveld Sebastian,118,Orica GreenEDGE,",, 4:19",,,,5,2012
24,104.0,+14:11,,,Smukulis Gatis,119,Team Katusha,5:33 5:33,,,,5,2012
30,,+ - 13:21:30,,,Pozzato Filippo,DNF,Farnese Vini-Neri-Sottoli,-3:30:40 -3:30:40,,,,5,2012
26,,+ - 13:21:30,,,Sonnery Blaise,DNF,Team Bridgestone Anchor,",, -3:30:40",,,,5,2012
31,,+ - 13:21:30,,,Gardeyn Gorik,DNS,Champion System Pro Cycling Team,",, -3:30:40",,,,5,2012
31,,+ - 13:21:30,,,Chicchi Francesco,DNS,Omega Pharma - Quick-Step,",, -3:30:40",,,,5,2012
